"Contract_ID","Plan_ID","Segment_ID","Year","Contract_Plan_Segment","1","2","3","4","5","6","7","State_Enrollment","State_Eligibles","Star_Rating_3","Star_Rating_3.5","Star_Rating_4","Star_Rating_4.5"
"H5793",1,0,2022,"H5793-1-0",17.7305998776231,0.512022881862079,3.40423367483508,10.2503568941838,9.98105955856253e-09,0.940903921826866,2.61173236616015e-09,1316,716961,0,0,1,0
"H5793",10,0,2019,"H5793-10-0",35.4064888568304,1.11542261268329e-08,1.72222651004848e-09,1.51071036511178e-09,6.80380804917667,1.66721011116368e-09,2.20329976184903e-09,5420,678880,0,0,0,1
"H5793",10,0,2020,"H5793-10-0",32.2973850985745,2.59576363691397,3.36189813235692e-07,0.233558237657422,9.40300463582569e-09,1.72760983272769e-09,2.31137954539838e-09,6127,689828,0,0,1,0
"H5793",10,0,2021,"H5793-10-0",35.9920148178819,0.96205521547569,1.70829610114102e-09,1.90803083814714e-07,2.47013117698244e-08,1.64729702922784e-09,3.87505701317552e-06,4662,703271,0,0,1,0
"H5793",10,0,2022,"H5793-10-0",30.9658469191875,0.0397670418956386,0.000412980469504748,4.51490212099938,9.39872728475889e-09,4.04960000540735e-06,0.410620358206057,3495,716961,0,0,1,0
"H5793",11,0,2019,"H5793-11-0",34.5140768821313,1.53769902021654e-09,1.76523671079045e-09,1.54840091054676e-09,6.80459794944395,1.70889751066426e-09,2.25795389876512e-09,2564,678880,0,0,0,1
"H5793",12,0,2019,"H5793-12-0",33.9446713249482,1.56296767248763e-09,1.79440656571356e-09,1.57397681060122e-09,6.74073623099532,2.95673882824838e-09,2.29515837919108e-09,977,678880,0,0,0,1
"H5793",12,0,2020,"H5793-12-0",32.0973952939824,6.11352106683458e-08,1.87715887777987e-09,1.6635353794372,1.01035204133353e-08,8.10416169936133e-05,2.42230606168023e-09,1359,689828,0,0,1,0
"H5793",12,0,2021,"H5793-12-0",35.0526330242657,1.58782146226755e-09,1.79920386471532e-09,0.000546196401497827,1.46990417852201e-08,0.00110371118431713,2.3169288179427e-09,1524,703271,0,0,1,0
"H5854",10,0,2019,"H5854-10-0",5.16078732202761,22.0606307849213,2.09871333067905,1.14629913928645,6.56268524395408,0.000102043062063142,2.53269304151497e-09,9573,678880,0,1,0,0
"H5854",10,0,2020,"H5854-10-0",4.53571167269963,22.9102239560544,2.11911378309577,1.92264998004345,7.85012157446646e-09,0.00118332625472163,2.57082349519921e-09,9249,689828,0,0,1,0
